Protein A	Protein B	Rank
DAXX_HUMAN	MCRS1_HUMAN	5-star
DAXX_HUMAN	CBS_HUMAN	5-star
DAXX_HUMAN	NSD3_HUMAN	5-star
DAXX_HUMAN	TRAF3_HUMAN	5-star
DAXX_HUMAN	TGFB1_HUMAN	5-star
DAXX_HUMAN	MP2K4_HUMAN	5-star
DAXX_HUMAN	HDAC3_HUMAN	5-star
DAXX_HUMAN	AVR2A_HUMAN	5-star
DAXX_HUMAN	FADD_HUMAN	5-star
DERL1_HUMAN	AMFR_HUMAN	5-star
DERL1_HUMAN	CFTR_HUMAN	5-star
DERL1_HUMAN	NGLY1_HUMAN	5-star
DERL1_HUMAN	SELS_HUMAN	5-star
DERL1_HUMAN	TERA_HUMAN	5-star
DERL1_HUMAN	SYVN1_HUMAN	5-star
DERL1_HUMAN	BAP31_HUMAN	5-star
DERL1_HUMAN	RNF5_HUMAN	5-star
DERL1_HUMAN	SVIP_HUMAN	5-star
DERL1_HUMAN	FAF2_HUMAN	5-star
DERL1_HUMAN	1A03_HUMAN	5-star
DERL1_HUMAN	TRAM1_HUMAN	5-star
DERL1_HUMAN	SE1L1_HUMAN	5-star
DERL1_HUMAN	APOB_HUMAN	5-star
DERL1_HUMAN	ERN1_HUMAN	5-star
DERL1_HUMAN	A4_HUMAN	5-star
DERL1_HUMAN	HERP1_HUMAN	5-star
DERL1_HUMAN	OPSD_HUMAN	5-star
DERL1_HUMAN	UBXN6_HUMAN	5-star
DERL1_HUMAN	UBXN4_HUMAN	5-star
DERL1_HUMAN	ASGR2_HUMAN	5-star
DERL1_HUMAN	TRFM_HUMAN	5-star
DERL1_HUMAN	OTU1_HUMAN	5-star
DERL1_HUMAN	DERL2_HUMAN	5-star
DERL1_HUMAN	CD3D_HUMAN	5-star
DERL1_HUMAN	ERLN2_HUMAN	5-star
DERL1_HUMAN	SNX2_HUMAN	5-star
DERL1_HUMAN	A1AT_HUMAN	5-star
DERL1_HUMAN	CLN6_HUMAN	5-star
DERL1_HUMAN	1A01_HUMAN	5-star
DERL1_HUMAN	1A02_HUMAN	5-star
DERL1_HUMAN	1A26_HUMAN	5-star
DERL1_HUMAN	RN103_HUMAN	5-star
DERL1_HUMAN	V2R_HUMAN	5-star
DERL1_HUMAN	CAC1C_HUMAN	5-star
DERL1_HUMAN	IMB1_HUMAN	5-star
DERL1_HUMAN	ALBU_HUMAN	5-star
DERL1_HUMAN	S61A1_HUMAN	5-star
DERL1_HUMAN	CAV1_HUMAN	5-star
DERL1_HUMAN	DERL1_HUMAN	5-star
DERL1_HUMAN	PGH2_HUMAN	5-star
DERL1_HUMAN	SHH_HUMAN	5-star
DERL1_HUMAN	UB2J1_HUMAN	5-star
DERL1_HUMAN	UBP19_HUMAN	5-star
DERL1_HUMAN	ZFN2B_HUMAN	5-star
DPP6_HUMAN	PRIO_HUMAN	5-star
DPP6_HUMAN	APRIO_HUMAN	5-star
EAA2_HUMAN	AJUBA_HUMAN	5-star
EAA2_HUMAN	EAA2_HUMAN	5-star
EAA2_HUMAN	PML_HUMAN	5-star
EAA2_HUMAN	TAU_HUMAN	5-star
GPX1_HUMAN	ABL1_HUMAN	5-star
GPX1_HUMAN	ABL2_HUMAN	5-star
GPX1_HUMAN	SBP1_HUMAN	5-star
GPX1_HUMAN	GSHR_HUMAN	5-star
GPX1_HUMAN	MK06_HUMAN	5-star
GPX1_HUMAN	GSHB_HUMAN	5-star
GPX1_HUMAN	GSTA1_HUMAN	5-star
GPX1_HUMAN	GSTA2_HUMAN	5-star
GPX1_HUMAN	GSTA3_HUMAN	5-star
GPX1_HUMAN	GSTA4_HUMAN	5-star
GPX1_HUMAN	P53_HUMAN	5-star
GPX1_HUMAN	GSTM2_HUMAN	5-star
GPX1_HUMAN	GSTP1_HUMAN	5-star
GPX1_HUMAN	CP2CJ_HUMAN	5-star
GPX1_HUMAN	CP2J2_HUMAN	5-star
GPX1_HUMAN	GSTK1_HUMAN	5-star
GPX1_HUMAN	GGT1_HUMAN	5-star
GPX1_HUMAN	GSTM1_HUMAN	5-star
GPX1_HUMAN	GSTT2_HUMAN	5-star
GPX1_HUMAN	GSTM3_HUMAN	5-star
GPX1_HUMAN	GSTO1_HUMAN	5-star
GPX1_HUMAN	IL6_HUMAN	5-star
GPX1_HUMAN	LOX5_HUMAN	5-star
GPX1_HUMAN	MGST1_HUMAN	5-star
GPX1_HUMAN	CATA_HUMAN	5-star
GPX1_HUMAN	SODM_HUMAN	5-star
GPX1_HUMAN	GGT7_HUMAN	5-star
GPX1_HUMAN	GGT5_HUMAN	5-star
GPX1_HUMAN	GGT6_HUMAN	5-star
GPX1_HUMAN	MAAI_HUMAN	5-star
GPX1_HUMAN	GSTM5_HUMAN	5-star
GPX1_HUMAN	MGST2_HUMAN	5-star
GPX1_HUMAN	GSTM4_HUMAN	5-star
GPX1_HUMAN	BAX_HUMAN	5-star
GPX1_HUMAN	CP2C9_HUMAN	5-star
GPX1_HUMAN	MGST3_HUMAN	5-star
GPX1_HUMAN	GSTO2_HUMAN	5-star
GPX1_HUMAN	CP2C8_HUMAN	5-star
GPX1_HUMAN	CP2CI_HUMAN	5-star
GPX1_HUMAN	LX15B_HUMAN	5-star
GPX1_HUMAN	GSTA5_HUMAN	5-star
GRIA1_HUMAN	KAPCA_HUMAN	5-star
GRIA1_HUMAN	GRIA1_HUMAN	5-star
GRIA1_HUMAN	GRIP1_HUMAN	5-star
GRIA1_HUMAN	KCC2G_HUMAN	5-star
GRIA1_HUMAN	TRPC1_HUMAN	5-star
GRIA1_HUMAN	SQSTM_HUMAN	5-star
GRIA1_HUMAN	KPCA_HUMAN	5-star
GRIA1_HUMAN	GRIA4_HUMAN	5-star
GRIA1_HUMAN	GRIK2_HUMAN	5-star
GRIA1_HUMAN	NEDD4_HUMAN	5-star
GRIA1_HUMAN	UBC_HUMAN	5-star
GRIA1_HUMAN	TANC1_HUMAN	5-star
GRIA1_HUMAN	GRIA2_HUMAN	5-star
GRIA1_HUMAN	CASP8_HUMAN	5-star
GRIA1_HUMAN	GRAP1_HUMAN	5-star
GRIA1_HUMAN	ANC2_HUMAN	5-star
GRIA1_HUMAN	FZR_HUMAN	5-star
GRIA1_HUMAN	DLG1_HUMAN	5-star
GRIA1_HUMAN	CXCR2_HUMAN	5-star
GRIA1_HUMAN	CCG2_HUMAN	5-star
GRIA1_HUMAN	GRID2_HUMAN	5-star
GRIA1_HUMAN	SDCB1_HUMAN	5-star
GRIA1_HUMAN	PICK1_HUMAN	5-star
GRIA1_HUMAN	E41L2_HUMAN	5-star
GRIA1_HUMAN	CALX_HUMAN	5-star
GRIA1_HUMAN	HOME1_HUMAN	5-star
GRIA1_HUMAN	E41L1_HUMAN	5-star
GRIA1_HUMAN	GRP78_HUMAN	5-star
GRIA1_HUMAN	MYO5A_HUMAN	5-star
GRIA1_HUMAN	RB11A_HUMAN	5-star
GRIA2_HUMAN	GRIP1_HUMAN	5-star
GRIA2_HUMAN	SPTN1_HUMAN	5-star
GRIA2_HUMAN	GRID2_HUMAN	5-star
GRIA2_HUMAN	DRD2_HUMAN	5-star
GRIA2_HUMAN	SQSTM_HUMAN	5-star
GRIA2_HUMAN	GRIP2_HUMAN	5-star
GRIA2_HUMAN	GRIA3_HUMAN	5-star
GRIA2_HUMAN	GRIA1_HUMAN	5-star
GRIA2_HUMAN	CCG2_HUMAN	5-star
GRIA2_HUMAN	REST_HUMAN	5-star
GRIA2_HUMAN	MYO5A_HUMAN	5-star
GRIA2_HUMAN	KPCA_HUMAN	5-star
GRIA2_HUMAN	SDCB1_HUMAN	5-star
GRIA2_HUMAN	NSF_HUMAN	5-star
GRIA2_HUMAN	PICK1_HUMAN	5-star
GRIA2_HUMAN	RB11A_HUMAN	5-star
GRIA2_HUMAN	SPTB2_HUMAN	5-star
GRIA2_HUMAN	ATAD1_HUMAN	5-star
GRIA2_HUMAN	CCG8_HUMAN	5-star
GRIA2_HUMAN	DLG4_HUMAN	5-star
GRIA2_HUMAN	CADH2_HUMAN	5-star
GRIA2_HUMAN	GRIA2_HUMAN	5-star
GRIA2_HUMAN	RGS3_HUMAN	5-star
GRIA2_HUMAN	CTNA1_HUMAN	5-star
GRIA2_HUMAN	CTNB1_HUMAN	5-star
GRIA2_HUMAN	CTND1_HUMAN	5-star
GRIA2_HUMAN	GRIA4_HUMAN	5-star
M3K5_HUMAN	DAB2P_HUMAN	5-star
M3K5_HUMAN	DAXX_HUMAN	5-star
M3K5_HUMAN	DUS19_HUMAN	5-star
M3K5_HUMAN	M3K5_HUMAN	5-star
M3K5_HUMAN	SOCS1_HUMAN	5-star
M3K5_HUMAN	1433T_HUMAN	5-star
M3K5_HUMAN	SMN_HUMAN	5-star
M3K5_HUMAN	UBC_HUMAN	5-star
M3K5_HUMAN	CANB1_HUMAN	5-star
M3K5_HUMAN	ZN622_HUMAN	5-star
M3K5_HUMAN	GEMI5_HUMAN	5-star
M3K5_HUMAN	AAPK2_HUMAN	5-star
M3K5_HUMAN	IGF1R_HUMAN	5-star
M3K5_HUMAN	CDN1A_HUMAN	5-star
M3K5_HUMAN	TRAF2_HUMAN	5-star
M3K5_HUMAN	1433S_HUMAN	5-star
M3K5_HUMAN	AAKB2_HUMAN	5-star
M3K5_HUMAN	TRAF1_HUMAN	5-star
M3K5_HUMAN	1433F_HUMAN	5-star
M3K5_HUMAN	THIO_HUMAN	5-star
M3K5_HUMAN	CHIP_HUMAN	5-star
M3K5_HUMAN	PPP5_HUMAN	5-star
M3K5_HUMAN	GA45B_HUMAN	5-star
M3K5_HUMAN	1433E_HUMAN	5-star
M3K5_HUMAN	USP9X_HUMAN	5-star
M3K5_HUMAN	CBP_HUMAN	5-star
M3K5_HUMAN	MP2K6_HUMAN	5-star
M3K5_HUMAN	TNNT2_HUMAN	5-star
M3K5_HUMAN	PARK7_HUMAN	5-star
M3K5_HUMAN	M3K3_HUMAN	5-star
M3K5_HUMAN	ARRB2_HUMAN	5-star
M3K5_HUMAN	PDCD6_HUMAN	5-star
M3K5_HUMAN	1433Z_HUMAN	5-star
M3K5_HUMAN	GSTP1_HUMAN	5-star
M3K5_HUMAN	JIP3_HUMAN	5-star
M3K5_HUMAN	PRS4_HUMAN	5-star
M3K5_HUMAN	TNR6_HUMAN	5-star
M3K5_HUMAN	HSP74_HUMAN	5-star
M3K5_HUMAN	A4_HUMAN	5-star
M3K5_HUMAN	AKT2_HUMAN	5-star
M3K5_HUMAN	TPD53_HUMAN	5-star
M3K5_HUMAN	TRAF6_HUMAN	5-star
M3K5_HUMAN	RAF1_HUMAN	5-star
M3K5_HUMAN	TNFL6_HUMAN	5-star
M3K5_HUMAN	TRAF5_HUMAN	5-star
M3K5_HUMAN	TNAP3_HUMAN	5-star
M3K5_HUMAN	SOCS3_HUMAN	5-star
M3K5_HUMAN	GLRX1_HUMAN	5-star
M3K5_HUMAN	M3K2_HUMAN	5-star
M3K5_HUMAN	KMT2A_HUMAN	5-star
M3K5_HUMAN	RBCC1_HUMAN	5-star
M3K5_HUMAN	GNA12_HUMAN	5-star
M3K5_HUMAN	PRS6B_HUMAN	5-star
M3K5_HUMAN	PRS7_HUMAN	5-star
M3K5_HUMAN	PRS8_HUMAN	5-star
M3K5_HUMAN	MPIP1_HUMAN	5-star
M3K5_HUMAN	BIRC3_HUMAN	5-star
M3K5_HUMAN	CRADD_HUMAN	5-star
M3K5_HUMAN	KCC2B_HUMAN	5-star
M3K5_HUMAN	MCRS1_HUMAN	5-star
M3K5_HUMAN	MP2K7_HUMAN	5-star
M3K5_HUMAN	MP2K4_HUMAN	5-star
M3K5_HUMAN	JAK2_HUMAN	5-star
M3K5_HUMAN	CASP2_HUMAN	5-star
M3K5_HUMAN	TNFA_HUMAN	5-star
M3K5_HUMAN	1433B_HUMAN	5-star
M3K5_HUMAN	MP2K3_HUMAN	5-star
M3K5_HUMAN	M3K14_HUMAN	5-star
M3K5_HUMAN	GSTM1_HUMAN	5-star
M3K5_HUMAN	HSP71_HUMAN	5-star
M3K5_HUMAN	M3K7_HUMAN	5-star
M3K5_HUMAN	E2AK2_HUMAN	5-star
M3K5_HUMAN	TNR1A_HUMAN	5-star
M3K5_HUMAN	SYQ_HUMAN	5-star
M3K5_HUMAN	ARRB1_HUMAN	5-star
M3K5_HUMAN	ERN1_HUMAN	5-star
M3K5_HUMAN	M3K6_HUMAN	5-star
M3K5_HUMAN	AKT1_HUMAN	5-star
M3K5_HUMAN	P85A_HUMAN	5-star
M3K5_HUMAN	PTN11_HUMAN	5-star
M3K5_HUMAN	MYC_HUMAN	5-star
M3K5_HUMAN	FADD_HUMAN	5-star
M3K5_HUMAN	GNA13_HUMAN	5-star
M3K5_HUMAN	TRADD_HUMAN	5-star
M3K5_HUMAN	MBP_HUMAN	5-star
M3K5_HUMAN	AKT3_HUMAN	5-star
M3K5_HUMAN	1433G_HUMAN	5-star
M3K5_HUMAN	RB_HUMAN	5-star
M3K5_HUMAN	CASP8_HUMAN	5-star
M3K5_HUMAN	ERF3A_HUMAN	5-star
M3K5_HUMAN	PRS6A_HUMAN	5-star
M3K5_HUMAN	BID_HUMAN	5-star
M3K5_HUMAN	TRAF3_HUMAN	5-star
M3K5_HUMAN	RIPK1_HUMAN	5-star
M3K5_HUMAN	BAG4_HUMAN	5-star
MK11_HUMAN	MAPK5_HUMAN	5-star
MK11_HUMAN	ESR2_HUMAN	5-star
MK11_HUMAN	SOCS3_HUMAN	5-star
MK11_HUMAN	MAPK3_HUMAN	5-star
MK11_HUMAN	SP1_HUMAN	5-star
MK11_HUMAN	CI078_HUMAN	5-star
MK11_HUMAN	RPC4_HUMAN	5-star
MK11_HUMAN	A4_HUMAN	5-star
MK11_HUMAN	DUS16_HUMAN	5-star
MK11_HUMAN	PML_HUMAN	5-star
MK11_HUMAN	ATF2_HUMAN	5-star
MK11_HUMAN	CPNE6_HUMAN	5-star
MK11_HUMAN	MBP_HUMAN	5-star
MK11_HUMAN	SK2L2_HUMAN	5-star
MK11_HUMAN	DUS1_HUMAN	5-star
MK11_HUMAN	PA24A_HUMAN	5-star
MK11_HUMAN	IL2_HUMAN	5-star
MK11_HUMAN	MEF2A_HUMAN	5-star
MK11_HUMAN	M3K3_HUMAN	5-star
MK11_HUMAN	ZNHI1_HUMAN	5-star
MK11_HUMAN	CDC42_HUMAN	5-star
MK11_HUMAN	ATF6A_HUMAN	5-star
MK11_HUMAN	K2C8_HUMAN	5-star
MK11_HUMAN	PRGC1_HUMAN	5-star
MK11_HUMAN	TAB2_HUMAN	5-star
MK11_HUMAN	TRAF6_HUMAN	5-star
MK11_HUMAN	FOS_HUMAN	5-star
MK11_HUMAN	USF1_HUMAN	5-star
MK11_HUMAN	PAK2_HUMAN	5-star
MK11_HUMAN	M3K7_HUMAN	5-star
MK11_HUMAN	M3K12_HUMAN	5-star
MK11_HUMAN	BCL2_HUMAN	5-star
MK11_HUMAN	CCM2_HUMAN	5-star
MK11_HUMAN	TY3H_HUMAN	5-star
MK11_HUMAN	FYN_HUMAN	5-star
MK11_HUMAN	IL2RG_HUMAN	5-star
MK11_HUMAN	CEBPB_HUMAN	5-star
MK11_HUMAN	IF4E_HUMAN	5-star
MK11_HUMAN	LCK_HUMAN	5-star
MK11_HUMAN	1433Z_HUMAN	5-star
MK11_HUMAN	FGR_HUMAN	5-star
MK11_HUMAN	MAPK2_HUMAN	5-star
MK11_HUMAN	RALA_HUMAN	5-star
MK11_HUMAN	MP2K6_HUMAN	5-star
MK11_HUMAN	GDIA_HUMAN	5-star
MK11_HUMAN	JAK3_HUMAN	5-star
MK11_HUMAN	RALB_HUMAN	5-star
MK11_HUMAN	TSC2_HUMAN	5-star
MK11_HUMAN	BLK_HUMAN	5-star
MK11_HUMAN	IL2RA_HUMAN	5-star
MK11_HUMAN	M3K1_HUMAN	5-star
MK11_HUMAN	NOX3_HUMAN	5-star
MK11_HUMAN	SL9A1_HUMAN	5-star
MK11_HUMAN	PKN1_HUMAN	5-star
MK11_HUMAN	CD40L_HUMAN	5-star
MK11_HUMAN	CY24A_HUMAN	5-star
MK11_HUMAN	CY24B_HUMAN	5-star
MK11_HUMAN	ETV1_HUMAN	5-star
MK11_HUMAN	GBG2_HUMAN	5-star
MK11_HUMAN	IL2RB_HUMAN	5-star
MK11_HUMAN	K1C19_HUMAN	5-star
MK11_HUMAN	MITF_HUMAN	5-star
MK11_HUMAN	NCF2_HUMAN	5-star
MK11_HUMAN	NCF4_HUMAN	5-star
MK11_HUMAN	NOX1_HUMAN	5-star
MK11_HUMAN	SHC1_HUMAN	5-star
MK11_HUMAN	YES_HUMAN	5-star
MK11_HUMAN	ELK1_HUMAN	5-star
MK11_HUMAN	ELK4_HUMAN	5-star
MK11_HUMAN	MK14_HUMAN	5-star
MK11_HUMAN	KS6A5_HUMAN	5-star
MK11_HUMAN	MP2K3_HUMAN	5-star
MK11_HUMAN	ZAP70_HUMAN	5-star
MK11_HUMAN	HDAC3_HUMAN	5-star
MK11_HUMAN	MKNK1_HUMAN	5-star
MK11_HUMAN	JUN_HUMAN	5-star
MK11_HUMAN	PGH2_HUMAN	5-star
MK11_HUMAN	PDX1_HUMAN	5-star
MK11_HUMAN	MYOG_HUMAN	5-star
MK11_HUMAN	RAC1_HUMAN	5-star
MK11_HUMAN	HBP1_HUMAN	5-star
MK11_HUMAN	K2C1_HUMAN	5-star
MK11_HUMAN	MYF6_HUMAN	5-star
MK11_HUMAN	DUS10_HUMAN	5-star
MK11_HUMAN	P53_HUMAN	5-star
MK11_HUMAN	ESR1_HUMAN	5-star
MK11_HUMAN	MYOD1_HUMAN	5-star
MK11_HUMAN	DUS6_HUMAN	5-star
MK11_HUMAN	JIP4_HUMAN	5-star
MK11_HUMAN	CREB1_HUMAN	5-star
MK11_HUMAN	CDON_HUMAN	5-star
MK11_HUMAN	MYF5_HUMAN	5-star
MK11_HUMAN	TNR5_HUMAN	5-star
MK11_HUMAN	MYB_HUMAN	5-star
MK11_HUMAN	PRGR_HUMAN	5-star
MK11_HUMAN	TAB1_HUMAN	5-star
MK11_HUMAN	SRC_HUMAN	5-star
MK11_HUMAN	JAK1_HUMAN	5-star
MK11_HUMAN	SRF_HUMAN	5-star
MK11_HUMAN	MP2K4_HUMAN	5-star
MK11_HUMAN	CADH2_HUMAN	5-star
MK11_HUMAN	FUBP2_HUMAN	5-star
MK11_HUMAN	HCK_HUMAN	5-star
MK11_HUMAN	CTNB1_HUMAN	5-star
MK12_HUMAN	PKN1_HUMAN	5-star
MK12_HUMAN	SNTA1_HUMAN	5-star
MK12_HUMAN	MAPK5_HUMAN	5-star
MK12_HUMAN	3BP5_HUMAN	5-star
MK12_HUMAN	DLG1_HUMAN	5-star
MK12_HUMAN	DUS1_HUMAN	5-star
MK12_HUMAN	MK12_HUMAN	5-star
MK12_HUMAN	MP2K6_HUMAN	5-star
MK12_HUMAN	LAP2_HUMAN	5-star
MK12_HUMAN	CDC42_HUMAN	5-star
MK12_HUMAN	MAPK3_HUMAN	5-star
MK12_HUMAN	MEF2A_HUMAN	5-star
MK12_HUMAN	CCND1_HUMAN	5-star
MK12_HUMAN	DLG2_HUMAN	5-star
MK12_HUMAN	DLG3_HUMAN	5-star
MK12_HUMAN	CY24B_HUMAN	5-star
MK12_HUMAN	CY24A_HUMAN	5-star
MK12_HUMAN	NCF2_HUMAN	5-star
MK12_HUMAN	NCF4_HUMAN	5-star
MK12_HUMAN	NOX1_HUMAN	5-star
MK12_HUMAN	NOX3_HUMAN	5-star
MK12_HUMAN	SNTB1_HUMAN	5-star
MK12_HUMAN	GRB2_HUMAN	5-star
MK12_HUMAN	MP2K4_HUMAN	5-star
MK12_HUMAN	GCH1_HUMAN	5-star
MK12_HUMAN	RGS3_HUMAN	5-star
MK12_HUMAN	JUN_HUMAN	5-star
MK12_HUMAN	GTF2I_HUMAN	5-star
MK12_HUMAN	FOS_HUMAN	5-star
MK12_HUMAN	TAU_HUMAN	5-star
MK12_HUMAN	DUS6_HUMAN	5-star
MK12_HUMAN	MP2K3_HUMAN	5-star
MK12_HUMAN	JIP4_HUMAN	5-star
MK12_HUMAN	MAPK2_HUMAN	5-star
MK12_HUMAN	ZAP70_HUMAN	5-star
MK12_HUMAN	MPIP3_HUMAN	5-star
MK12_HUMAN	PRGR_HUMAN	5-star
MK12_HUMAN	RAC1_HUMAN	5-star
MK12_HUMAN	MYF5_HUMAN	5-star
MK12_HUMAN	MYF6_HUMAN	5-star
MK12_HUMAN	MYOD1_HUMAN	5-star
MK12_HUMAN	MYOG_HUMAN	5-star
MK12_HUMAN	BNIP2_HUMAN	5-star
MK13_HUMAN	MAPK3_HUMAN	5-star
MK13_HUMAN	MAPK5_HUMAN	5-star
MK13_HUMAN	SMAD4_HUMAN	5-star
MK13_HUMAN	ATF2_HUMAN	5-star
MK13_HUMAN	A4_HUMAN	5-star
MK13_HUMAN	AKIP1_HUMAN	5-star
MK13_HUMAN	EF2K_HUMAN	5-star
MK13_HUMAN	MP2K6_HUMAN	5-star
MK13_HUMAN	MP2K3_HUMAN	5-star
MK13_HUMAN	CY24B_HUMAN	5-star
MK13_HUMAN	CY24A_HUMAN	5-star
MK13_HUMAN	NCF2_HUMAN	5-star
MK13_HUMAN	NCF4_HUMAN	5-star
MK13_HUMAN	NOX1_HUMAN	5-star
MK13_HUMAN	NOX3_HUMAN	5-star
MK13_HUMAN	STMN1_HUMAN	5-star
MK13_HUMAN	FOS_HUMAN	5-star
MK13_HUMAN	JIP2_HUMAN	5-star
MK13_HUMAN	MAPK2_HUMAN	5-star
MK13_HUMAN	GPX4_HUMAN	5-star
MK13_HUMAN	MP2K7_HUMAN	5-star
MK13_HUMAN	CDC42_HUMAN	5-star
MK13_HUMAN	MBP_HUMAN	5-star
MK13_HUMAN	DUS6_HUMAN	5-star
MK13_HUMAN	ZAP70_HUMAN	5-star
MK13_HUMAN	MP2K4_HUMAN	5-star
MK13_HUMAN	FPR1_HUMAN	5-star
MK13_HUMAN	PRGR_HUMAN	5-star
MK13_HUMAN	M3K4_HUMAN	5-star
MK13_HUMAN	RAC1_HUMAN	5-star
MK13_HUMAN	JUN_HUMAN	5-star
MK14_HUMAN	CSK21_HUMAN	5-star
MK14_HUMAN	CSK2B_HUMAN	5-star
MK14_HUMAN	DUS10_HUMAN	5-star
MK14_HUMAN	ESR1_HUMAN	5-star
MK14_HUMAN	JIP4_HUMAN	5-star
MK14_HUMAN	K2C8_HUMAN	5-star
MK14_HUMAN	KAT2B_HUMAN	5-star
MK14_HUMAN	MAPK3_HUMAN	5-star
MK14_HUMAN	MAPK5_HUMAN	5-star
MK14_HUMAN	MK14_HUMAN	5-star
MK14_HUMAN	NCOA3_HUMAN	5-star
MK14_HUMAN	NFAC1_HUMAN	5-star
MK14_HUMAN	NFAC4_HUMAN	5-star
MK14_HUMAN	RHG09_HUMAN	5-star
MK14_HUMAN	SL9A1_HUMAN	5-star
MK14_HUMAN	SP20H_HUMAN	5-star
MK14_HUMAN	STAT4_HUMAN	5-star
MK14_HUMAN	AKT1_HUMAN	5-star
MK14_HUMAN	EP300_HUMAN	5-star
MK14_HUMAN	FUBP1_HUMAN	5-star
MK14_HUMAN	M3K7_HUMAN	5-star
MK14_HUMAN	MKNK2_HUMAN	5-star
MK14_HUMAN	P53_HUMAN	5-star
MK14_HUMAN	PRGC1_HUMAN	5-star
MK14_HUMAN	PTPRR_HUMAN	5-star
MK14_HUMAN	SMAD3_HUMAN	5-star
MK14_HUMAN	MITF_HUMAN	5-star
MK14_HUMAN	MEF2D_HUMAN	5-star
MK14_HUMAN	MP2K3_HUMAN	5-star
MK14_HUMAN	IKBA_HUMAN	5-star
MK14_HUMAN	SQSTM_HUMAN	5-star
MK14_HUMAN	TF65_HUMAN	5-star
MK14_HUMAN	JUNB_HUMAN	5-star
MK14_HUMAN	SHC1_HUMAN	5-star
MK14_HUMAN	EEA1_HUMAN	5-star
MK14_HUMAN	MAFA_HUMAN	5-star
MK14_HUMAN	PLCB2_HUMAN	5-star
MK14_HUMAN	TISB_HUMAN	5-star
MK14_HUMAN	MP2K6_HUMAN	5-star
MK14_HUMAN	ZNHI1_HUMAN	5-star
MK14_HUMAN	ATF6A_HUMAN	5-star
MK14_HUMAN	MAPK2_HUMAN	5-star
MK14_HUMAN	KKCC2_HUMAN	5-star
MK14_HUMAN	MP2K4_HUMAN	5-star
MK14_HUMAN	S12A2_HUMAN	5-star
MK14_HUMAN	YYAP1_HUMAN	5-star
MK14_HUMAN	GA45A_HUMAN	5-star
MK14_HUMAN	KMT2C_HUMAN	5-star
MK14_HUMAN	AES_HUMAN	5-star
MK14_HUMAN	FKBP8_HUMAN	5-star
MK14_HUMAN	P4R3A_HUMAN	5-star
MK14_HUMAN	EMSA1_HUMAN	5-star
MK14_HUMAN	MOB3B_HUMAN	5-star
MK14_HUMAN	TCF20_HUMAN	5-star
MK14_HUMAN	ZN142_HUMAN	5-star
MK14_HUMAN	4EBP1_HUMAN	5-star
MK14_HUMAN	MKNK1_HUMAN	5-star
MK14_HUMAN	TAB1_HUMAN	5-star
MK14_HUMAN	DUS1_HUMAN	5-star
MK14_HUMAN	HSF4_HUMAN	5-star
MK14_HUMAN	JDP2_HUMAN	5-star
MK14_HUMAN	ELK3_HUMAN	5-star
MK14_HUMAN	RBNS5_HUMAN	5-star
MK14_HUMAN	SYMC_HUMAN	5-star
MK14_HUMAN	PGH2_HUMAN	5-star
MK14_HUMAN	CREB1_HUMAN	5-star
MK14_HUMAN	DDIT3_HUMAN	5-star
MK14_HUMAN	MEF2A_HUMAN	5-star
MK14_HUMAN	ELK1_HUMAN	5-star
MK14_HUMAN	IRAK1_HUMAN	5-star
MK14_HUMAN	EDN1_HUMAN	5-star
MK14_HUMAN	IL4_HUMAN	5-star
MK14_HUMAN	CSN5_HUMAN	5-star
MK14_HUMAN	NFAC2_HUMAN	5-star
MK14_HUMAN	RL36A_HUMAN	5-star
MK14_HUMAN	MARE1_HUMAN	5-star
MK14_HUMAN	ETV1_HUMAN	5-star
MK14_HUMAN	HDAC3_HUMAN	5-star
MK14_HUMAN	USF1_HUMAN	5-star
MK14_HUMAN	ATF2_HUMAN	5-star
MK14_HUMAN	MBP_HUMAN	5-star
MK14_HUMAN	PAK6_HUMAN	5-star
MK14_HUMAN	DUS22_HUMAN	5-star
MK14_HUMAN	SCN8A_HUMAN	5-star
MK14_HUMAN	RL41_HUMAN	5-star
MK14_HUMAN	SNAPN_HUMAN	5-star
MK14_HUMAN	EF1A1_HUMAN	5-star
MK14_HUMAN	EPB42_HUMAN	5-star
MK14_HUMAN	MP2K1_HUMAN	5-star
MK14_HUMAN	K1C18_HUMAN	5-star
MK14_HUMAN	MYEF2_HUMAN	5-star
MK14_HUMAN	CBL_HUMAN	5-star
MK14_HUMAN	HNF4A_HUMAN	5-star
MK14_HUMAN	GMFB_HUMAN	5-star
MK14_HUMAN	TOLIP_HUMAN	5-star
MK14_HUMAN	NU153_HUMAN	5-star
MK14_HUMAN	EF2K_HUMAN	5-star
MK14_HUMAN	DUS9_HUMAN	5-star
MK14_HUMAN	KS6A3_HUMAN	5-star
MK14_HUMAN	DUS7_HUMAN	5-star
MK14_HUMAN	IKKB_HUMAN	5-star
MK14_HUMAN	TGFR1_HUMAN	5-star
MK14_HUMAN	FUBP2_HUMAN	5-star
MK14_HUMAN	RET_HUMAN	5-star
MK14_HUMAN	MPIP1_HUMAN	5-star
MK14_HUMAN	MK08_HUMAN	5-star
MK14_HUMAN	FBW1A_HUMAN	5-star
MK14_HUMAN	MYOD1_HUMAN	5-star
MK14_HUMAN	MK01_HUMAN	5-star
MK14_HUMAN	TSC1_HUMAN	5-star
MK14_HUMAN	ARRB1_HUMAN	5-star
