Protein A	Protein B	Rank
P53_HUMAN	CSN8_HUMAN	5-star
P53_HUMAN	NOTC1_HUMAN	5-star
P53_HUMAN	DPH1_HUMAN	5-star
P53_HUMAN	NQO1_HUMAN	5-star
P53_HUMAN	RFA1_HUMAN	5-star
P53_HUMAN	LAMA4_HUMAN	5-star
P53_HUMAN	TF2H4_HUMAN	5-star
P53_HUMAN	DAXX_HUMAN	5-star
P53_HUMAN	FETA_HUMAN	5-star
P53_HUMAN	MMP2_HUMAN	5-star
P53_HUMAN	APR_HUMAN	5-star
P53_HUMAN	MAX_HUMAN	5-star
P53_HUMAN	RAD51_HUMAN	5-star
P53_HUMAN	FOXO3_HUMAN	5-star
P53_HUMAN	AGO1_HUMAN	5-star
P53_HUMAN	GPX1_HUMAN	5-star
P53_HUMAN	ASF1A_HUMAN	5-star
P53_HUMAN	CUL4B_HUMAN	5-star
P53_HUMAN	TRI39_HUMAN	5-star
P53_HUMAN	BRD8_HUMAN	5-star
P53_HUMAN	ZMIZ2_HUMAN	5-star
P53_HUMAN	DAB2P_HUMAN	5-star
P53_HUMAN	UBC1_HUMAN	5-star
P53_HUMAN	ELAV1_HUMAN	5-star
P53_HUMAN	IF2B1_HUMAN	5-star
P53_HUMAN	HS71L_HUMAN	5-star
P53_HUMAN	LPPRC_HUMAN	5-star
P53_HUMAN	IASPP_HUMAN	5-star
P53_HUMAN	PSMD4_HUMAN	5-star
P53_HUMAN	PIDD_HUMAN	5-star
P53_HUMAN	TSC2_HUMAN	5-star
P53_HUMAN	CAV1_HUMAN	5-star
P53_HUMAN	ADHX_HUMAN	5-star
P53_HUMAN	NUAK1_HUMAN	5-star
P53_HUMAN	ASPM_HUMAN	5-star
P53_HUMAN	LIF_HUMAN	5-star
P53_HUMAN	PIWL1_HUMAN	5-star
P53_HUMAN	NPRL3_HUMAN	5-star
P53_HUMAN	COIA1_HUMAN	5-star
P53_HUMAN	CBPC2_HUMAN	5-star
P53_HUMAN	DNJB6_HUMAN	5-star
P53_HUMAN	MTHSD_HUMAN	5-star
P53_HUMAN	MYL9_HUMAN	5-star
P53_HUMAN	SMRD2_HUMAN	5-star
P53_HUMAN	SPSB1_HUMAN	5-star
P53_HUMAN	TPC11_HUMAN	5-star
P53_HUMAN	TRM11_HUMAN	5-star
P53_HUMAN	TTLL5_HUMAN	5-star
P53_HUMAN	UBE2B_HUMAN	5-star
P53_HUMAN	MK09_HUMAN	5-star
P53_HUMAN	ADRO_HUMAN	5-star
P53_HUMAN	BDNF_HUMAN	5-star
P53_HUMAN	IKBA_HUMAN	5-star
P53_HUMAN	AIFM2_HUMAN	5-star
P53_HUMAN	PCBP4_HUMAN	5-star
P53_HUMAN	ZN148_HUMAN	5-star
P53_HUMAN	AP2C_HUMAN	5-star
P53_HUMAN	EGR1_HUMAN	5-star
P53_HUMAN	RCC1_HUMAN	5-star
P53_HUMAN	TBP_HUMAN	5-star
P53_HUMAN	DDIT4_HUMAN	5-star
P53_HUMAN	BMI1_HUMAN	5-star
P53_HUMAN	TNR16_HUMAN	5-star
P53_HUMAN	YBOX1_HUMAN	5-star
P53_HUMAN	TOP2A_HUMAN	5-star
P53_HUMAN	MTA1_HUMAN	5-star
P53_HUMAN	SMCA4_HUMAN	5-star
P53_HUMAN	TRAF6_HUMAN	5-star
P53_HUMAN	RL23_HUMAN	5-star
P53_HUMAN	ERBB4_HUMAN	5-star
P53_HUMAN	SNAI2_HUMAN	5-star
P53_HUMAN	SPB5_HUMAN	5-star
P53_HUMAN	STEA3_HUMAN	5-star
P53_HUMAN	BID_HUMAN	5-star
P53_HUMAN	GRP75_HUMAN	5-star
P53_HUMAN	PRDM1_HUMAN	5-star
P53_HUMAN	SH21A_HUMAN	5-star
P53_HUMAN	CSPG2_HUMAN	5-star
P53_HUMAN	SMAD7_HUMAN	5-star
P53_HUMAN	DUS5_HUMAN	5-star
P53_HUMAN	TR10C_HUMAN	5-star
P53_HUMAN	X3CL1_HUMAN	5-star
P53_HUMAN	CGHB_HUMAN	5-star
P53_HUMAN	PNPH_HUMAN	5-star
P53_HUMAN	TDP1_HUMAN	5-star
P53_HUMAN	1433Z_HUMAN	5-star
P53_HUMAN	DHC24_HUMAN	5-star
P53_HUMAN	DPOLA_HUMAN	5-star
P53_HUMAN	HNF4A_HUMAN	5-star
P53_HUMAN	HS90B_HUMAN	5-star
P53_HUMAN	MK03_HUMAN	5-star
P53_HUMAN	MSX1_HUMAN	5-star
P53_HUMAN	NECD_HUMAN	5-star
P53_HUMAN	NUCL_HUMAN	5-star
P53_HUMAN	PGH2_HUMAN	5-star
P53_HUMAN	PHB_HUMAN	5-star
P53_HUMAN	PIN1_HUMAN	5-star
P53_HUMAN	PLK3_HUMAN	5-star
P53_HUMAN	S100B_HUMAN	5-star
P53_HUMAN	ZN363_HUMAN	5-star
P53_HUMAN	EDN2_HUMAN	5-star
P53_HUMAN	RGCC_HUMAN	5-star
P53_HUMAN	ASC_HUMAN	5-star
P53_HUMAN	M3K1_HUMAN	5-star
P53_HUMAN	PSD10_HUMAN	5-star
P53_HUMAN	TYRP1_HUMAN	5-star
P53_HUMAN	AP2A_HUMAN	5-star
P53_HUMAN	EF2_HUMAN	5-star
P53_HUMAN	ERCC6_HUMAN	5-star
P53_HUMAN	TF2H1_HUMAN	5-star
P53_HUMAN	TOP2B_HUMAN	5-star
P53_HUMAN	TS101_HUMAN	5-star
P53_HUMAN	MAFK_HUMAN	5-star
P53_HUMAN	CRSP6_HUMAN	5-star
P53_HUMAN	SIK1_HUMAN	5-star
P53_HUMAN	IMB1_HUMAN	5-star
P53_HUMAN	B2L14_HUMAN	5-star
P53_HUMAN	EP400_HUMAN	5-star
P53_HUMAN	MPIP3_HUMAN	5-star
P53_HUMAN	HIC1_HUMAN	5-star
P53_HUMAN	CSK2B_HUMAN	5-star
P53_HUMAN	VHL_HUMAN	5-star
P53_HUMAN	CR2_HUMAN	5-star
P53_HUMAN	SSR3_HUMAN	5-star
P53_HUMAN	IKKA_HUMAN	5-star
P53_HUMAN	RS27A_HUMAN	5-star
P53_HUMAN	BKRB2_HUMAN	5-star
P53_HUMAN	R144B_HUMAN	5-star
P53_HUMAN	M4K4_HUMAN	5-star
P53_HUMAN	TF3B_HUMAN	5-star
P53_HUMAN	TNAP3_HUMAN	5-star
P53_HUMAN	ANGI_HUMAN	5-star
P53_HUMAN	NTH_HUMAN	5-star
P53_HUMAN	SCN3B_HUMAN	5-star
P53_HUMAN	TAD3L_HUMAN	5-star
P53_HUMAN	TXNIP_HUMAN	5-star
P53_HUMAN	NOTC4_HUMAN	5-star
P53_HUMAN	RING1_HUMAN	5-star
P53_HUMAN	KC1G1_HUMAN	5-star
P53_HUMAN	KC1G2_HUMAN	5-star
P53_HUMAN	KC1G3_HUMAN	5-star
P53_HUMAN	NLRC4_HUMAN	5-star
P53_HUMAN	PPM1J_HUMAN	5-star
P53_HUMAN	SORT_HUMAN	5-star
P53_HUMAN	TTC5_HUMAN	5-star
P53_HUMAN	ZN274_HUMAN	5-star
P53_HUMAN	PARK7_HUMAN	5-star
P53_HUMAN	PRS6A_HUMAN	5-star
P53_HUMAN	CASPA_HUMAN	5-star
P53_HUMAN	TFAP4_HUMAN	5-star
P53_HUMAN	HIPK1_HUMAN	5-star
P53_HUMAN	HEXI1_HUMAN	5-star
P53_HUMAN	SIRT1_HUMAN	5-star
P53_HUMAN	ANM3_HUMAN	5-star
P53_HUMAN	HIPK3_HUMAN	5-star
P53_HUMAN	CEBPZ_HUMAN	5-star
P53_HUMAN	FGF2_HUMAN	5-star
P53_HUMAN	MUC2_HUMAN	5-star
P53_HUMAN	DDX5_HUMAN	5-star
P53_HUMAN	TSP1_HUMAN	5-star
P53_HUMAN	RIR2_HUMAN	5-star
P53_HUMAN	ING2_HUMAN	5-star
P53_HUMAN	GPX2_HUMAN	5-star
P53_HUMAN	SIVA_HUMAN	5-star
P53_HUMAN	KAD6_HUMAN	5-star
P53_HUMAN	1433S_HUMAN	5-star
P53_HUMAN	ICAM1_HUMAN	5-star
P53_HUMAN	ODBB_HUMAN	5-star
P53_HUMAN	KITH_HUMAN	5-star
P53_HUMAN	TR10A_HUMAN	5-star
P53_HUMAN	DAPK1_HUMAN	5-star
P53_HUMAN	CHD3_HUMAN	5-star
P53_HUMAN	CND2_HUMAN	5-star
P53_HUMAN	IMA2_HUMAN	5-star
P53_HUMAN	T2AG_HUMAN	5-star
P53_HUMAN	DMTF1_HUMAN	5-star
P53_HUMAN	ERCC8_HUMAN	5-star
P53_HUMAN	PSMD6_HUMAN	5-star
P53_HUMAN	RABL6_HUMAN	5-star
P53_HUMAN	RB_HUMAN	5-star
P53_HUMAN	RING2_HUMAN	5-star
P53_HUMAN	RNF39_HUMAN	5-star
P53_HUMAN	RS26_HUMAN	5-star
P53_HUMAN	SGT1_HUMAN	5-star
P53_HUMAN	SMAD1_HUMAN	5-star
P53_HUMAN	T22D1_HUMAN	5-star
P53_HUMAN	TAF5_HUMAN	5-star
P53_HUMAN	TRIM8_HUMAN	5-star
P53_HUMAN	UBD_HUMAN	5-star
P53_HUMAN	ZHANG_HUMAN	5-star
P53_HUMAN	ZHX1_HUMAN	5-star
P53_HUMAN	KC1E_HUMAN	5-star
P53_HUMAN	PCNA_HUMAN	5-star
P53_HUMAN	FBLN4_HUMAN	5-star
P53_HUMAN	BMX_HUMAN	5-star
P53_HUMAN	MSH2_HUMAN	5-star
P53_HUMAN	MYC_HUMAN	5-star
P53_HUMAN	NOG1_HUMAN	5-star
P53_HUMAN	AKT1_HUMAN	5-star
P53_HUMAN	VEGFA_HUMAN	5-star
P53_HUMAN	EZH2_HUMAN	5-star
P53_HUMAN	JMY_HUMAN	5-star
P53_HUMAN	KPCA_HUMAN	5-star
P53_HUMAN	DNLI1_HUMAN	5-star
P53_HUMAN	STK4_HUMAN	5-star
P53_HUMAN	PIAS4_HUMAN	5-star
P53_HUMAN	SESN1_HUMAN	5-star
P53_HUMAN	CH60_HUMAN	5-star
P53_HUMAN	SIAH1_HUMAN	5-star
P53_HUMAN	KLF10_HUMAN	5-star
P53_HUMAN	UB2D1_HUMAN	5-star
P53_HUMAN	DKK1_HUMAN	5-star
P53_HUMAN	SAE1_HUMAN	5-star
P53_HUMAN	THB1_HUMAN	5-star
P53_HUMAN	RASF1_HUMAN	5-star
P53_HUMAN	MYB_HUMAN	5-star
P53_HUMAN	MARK2_HUMAN	5-star
P53_HUMAN	BNI3L_HUMAN	5-star
P53_HUMAN	CCND1_HUMAN	5-star
P53_HUMAN	HDAC8_HUMAN	5-star
P53_HUMAN	XPO2_HUMAN	5-star
P53_HUMAN	PSN1_HUMAN	5-star
P53_HUMAN	AROS_HUMAN	5-star
P53_HUMAN	MK11_HUMAN	5-star
P53_HUMAN	SP3_HUMAN	5-star
P53_HUMAN	THB2_HUMAN	5-star
P53_HUMAN	RS27L_HUMAN	5-star
P53_HUMAN	S10A1_HUMAN	5-star
P53_HUMAN	TRXR1_HUMAN	5-star
P53_HUMAN	CCNK_HUMAN	5-star
P53_HUMAN	1433E_HUMAN	5-star
P53_HUMAN	2ABA_HUMAN	5-star
P53_HUMAN	IRF5_HUMAN	5-star
P53_HUMAN	2AAA_HUMAN	5-star
P53_HUMAN	CENPA_HUMAN	5-star
P53_HUMAN	GHR_HUMAN	5-star
P53_HUMAN	TR10B_HUMAN	5-star
P53_HUMAN	CASP8_HUMAN	5-star
P53_HUMAN	DDX17_HUMAN	5-star
P53_HUMAN	IF5A1_HUMAN	5-star
P53_HUMAN	2A5G_HUMAN	5-star
P53_HUMAN	SRBP2_HUMAN	5-star
P53_HUMAN	LEU1_HUMAN	5-star
P53_HUMAN	MT1A_HUMAN	5-star
P53_HUMAN	NFS1_HUMAN	5-star
P53_HUMAN	XRCC5_HUMAN	5-star
P53_HUMAN	SAFB1_HUMAN	5-star
P53_HUMAN	TR10D_HUMAN	5-star
P53_HUMAN	CITE1_HUMAN	5-star
P53_HUMAN	IBP3_HUMAN	5-star
P53_HUMAN	RS3_HUMAN	5-star
P53_HUMAN	PLPL9_HUMAN	5-star
P53_HUMAN	MAP1B_HUMAN	5-star
P53_HUMAN	RGRF1_HUMAN	5-star
P53_HUMAN	MAGD2_HUMAN	5-star
P53_HUMAN	SRPK1_HUMAN	5-star
P53_HUMAN	BTG2_HUMAN	5-star
P53_HUMAN	H33_HUMAN	5-star
P53_HUMAN	SODM_HUMAN	5-star
P53_HUMAN	PAGR1_HUMAN	5-star
P53_HUMAN	SAFB2_HUMAN	5-star
P53_HUMAN	Z385A_HUMAN	5-star
P53_HUMAN	MDR1_HUMAN	5-star
P53_HUMAN	BRE1B_HUMAN	5-star
P53_HUMAN	DC1I1_HUMAN	5-star
P53_HUMAN	CP24A_HUMAN	5-star
P53_HUMAN	EHMT1_HUMAN	5-star
P53_HUMAN	TBA1C_HUMAN	5-star
P53_HUMAN	ARP10_HUMAN	5-star
P53_HUMAN	AUGN_HUMAN	5-star
P53_HUMAN	CL049_HUMAN	5-star
P53_HUMAN	ECE2_HUMAN	5-star
P53_HUMAN	FRAS1_HUMAN	5-star
P53_HUMAN	MAGH1_HUMAN	5-star
P53_HUMAN	MKL2_HUMAN	5-star
P53_HUMAN	PCDA7_HUMAN	5-star
P53_HUMAN	STAT_HUMAN	5-star
P53_HUMAN	VIPR2_HUMAN	5-star
P53_HUMAN	CPSF6_HUMAN	5-star
P53_HUMAN	DEP1A_HUMAN	5-star
P53_HUMAN	E41LB_HUMAN	5-star
P53_HUMAN	FA64A_HUMAN	5-star
P53_HUMAN	MS18A_HUMAN	5-star
P53_HUMAN	TBC31_HUMAN	5-star
P53_HUMAN	TGFA_HUMAN	5-star
P53_HUMAN	RNC_HUMAN	5-star
P53_HUMAN	MET_HUMAN	5-star
P53_HUMAN	JUN_HUMAN	5-star
P53_HUMAN	Q9NZC7_HUMAN	5-star
P53_HUMAN	CASP6_HUMAN	5-star
P53_HUMAN	KLF4_HUMAN	5-star
P53_HUMAN	DGCR8_HUMAN	5-star
P53_HUMAN	NOTC2_HUMAN	5-star
P53_HUMAN	TERT_HUMAN	5-star
P53_HUMAN	PP2AA_HUMAN	5-star
P53_HUMAN	DNJA3_HUMAN	5-star
P53_HUMAN	APAF_HUMAN	5-star
P53_HUMAN	UB2G2_HUMAN	5-star
P53_HUMAN	MAGC2_HUMAN	5-star
P53_HUMAN	TAF1C_HUMAN	5-star
P53_HUMAN	CCNB1_HUMAN	5-star
P53_HUMAN	ANGT_HUMAN	5-star
P53_HUMAN	BCL6_HUMAN	5-star
P53_HUMAN	B2CL2_HUMAN	5-star
P53_HUMAN	TCP4_HUMAN	5-star
P53_HUMAN	IKKB_HUMAN	5-star
P53_HUMAN	CATD_HUMAN	5-star
P53_HUMAN	FHL2_HUMAN	5-star
P53_HUMAN	IL6_HUMAN	5-star
P53_HUMAN	TIMP3_HUMAN	5-star
P53_HUMAN	ZHX2_HUMAN	5-star
P53_HUMAN	DDB2_HUMAN	5-star
P53_HUMAN	APC_HUMAN	5-star
P53_HUMAN	CAF1A_HUMAN	5-star
P53_HUMAN	CDN2D_HUMAN	5-star
P53_HUMAN	BUB1_HUMAN	5-star
P53_HUMAN	CCNE2_HUMAN	5-star
P53_HUMAN	IGF1_HUMAN	5-star
P53_HUMAN	STAT3_HUMAN	5-star
P53_HUMAN	TDG_HUMAN	5-star
P53_HUMAN	KLK3_HUMAN	5-star
P53_HUMAN	1433T_HUMAN	5-star
P53_HUMAN	RPA1_HUMAN	5-star
PERI_HUMAN	MYO5A_HUMAN	5-star
PERI_HUMAN	PRPH2_HUMAN	5-star
PERI_HUMAN	RDS_HUMAN	5-star
PERI_HUMAN	VIME_HUMAN	5-star
PERI_HUMAN	K1C15_HUMAN	5-star
PERI_HUMAN	GBRL1_HUMAN	5-star
PERI_HUMAN	GBRL2_HUMAN	5-star
PON1_HUMAN	PON2_HUMAN	5-star
PON1_HUMAN	PON3_HUMAN	5-star
PON1_HUMAN	CLUS_HUMAN	5-star
PON1_HUMAN	ALBU_HUMAN	5-star
PON1_HUMAN	APOA2_HUMAN	5-star
PON1_HUMAN	PPAC_HUMAN	5-star
PON1_HUMAN	CP1A1_HUMAN	5-star
PON1_HUMAN	CP2E1_HUMAN	5-star
PON1_HUMAN	CP1A2_HUMAN	5-star
PON1_HUMAN	CP2D6_HUMAN	5-star
PON1_HUMAN	CP2C9_HUMAN	5-star
PON1_HUMAN	CAP7_HUMAN	5-star
PON1_HUMAN	COQ6_HUMAN	5-star
PON1_HUMAN	CP19A_HUMAN	5-star
PON1_HUMAN	CP24A_HUMAN	5-star
PON1_HUMAN	CP26A_HUMAN	5-star
PON1_HUMAN	CP26B_HUMAN	5-star
PON1_HUMAN	CP27B_HUMAN	5-star
PON1_HUMAN	CP2C8_HUMAN	5-star
PON1_HUMAN	CP2CI_HUMAN	5-star
PON1_HUMAN	CP39A_HUMAN	5-star
PON1_HUMAN	CP3A3_HUMAN	5-star
PON1_HUMAN	CP46A_HUMAN	5-star
PON1_HUMAN	CP4B1_HUMAN	5-star
PON1_HUMAN	CP4F8_HUMAN	5-star
PON1_HUMAN	CP4FB_HUMAN	5-star
PON1_HUMAN	CP4FC_HUMAN	5-star
PON1_HUMAN	CP7B1_HUMAN	5-star
PON1_HUMAN	PPA5_HUMAN	5-star
PON1_HUMAN	PPAL_HUMAN	5-star
PON1_HUMAN	PPBI_HUMAN	5-star
PON2_HUMAN	PON1_HUMAN	5-star
PON2_HUMAN	PON3_HUMAN	5-star
PON2_HUMAN	5HT2A_HUMAN	5-star
PON2_HUMAN	CP2E1_HUMAN	5-star
PON2_HUMAN	CP2D6_HUMAN	5-star
PON2_HUMAN	COQ6_HUMAN	5-star
PON2_HUMAN	CAP7_HUMAN	5-star
PON2_HUMAN	CP19A_HUMAN	5-star
PON2_HUMAN	CP1A1_HUMAN	5-star
PON2_HUMAN	CP1A2_HUMAN	5-star
PON2_HUMAN	CP1B1_HUMAN	5-star
PON2_HUMAN	CP24A_HUMAN	5-star
PON2_HUMAN	CP26A_HUMAN	5-star
PON2_HUMAN	CP26B_HUMAN	5-star
PON2_HUMAN	CP27B_HUMAN	5-star
PON2_HUMAN	CP2C8_HUMAN	5-star
PON2_HUMAN	CP2C9_HUMAN	5-star
PON2_HUMAN	CP2CI_HUMAN	5-star
PON2_HUMAN	CP2CJ_HUMAN	5-star
PON2_HUMAN	CP2F1_HUMAN	5-star
PON2_HUMAN	CP2J2_HUMAN	5-star
PON2_HUMAN	CP343_HUMAN	5-star
PON2_HUMAN	CP39A_HUMAN	5-star
PON2_HUMAN	CP3A3_HUMAN	5-star
PON2_HUMAN	CP3A5_HUMAN	5-star
PON2_HUMAN	CP46A_HUMAN	5-star
PON2_HUMAN	CP4B1_HUMAN	5-star
PON2_HUMAN	CP4F8_HUMAN	5-star
PON2_HUMAN	CP4FB_HUMAN	5-star
PON2_HUMAN	CP4FC_HUMAN	5-star
PON2_HUMAN	CP7B1_HUMAN	5-star
PON2_HUMAN	CP8B1_HUMAN	5-star
PON2_HUMAN	PPA5_HUMAN	5-star
PON2_HUMAN	PPAC_HUMAN	5-star
PON2_HUMAN	PPAL_HUMAN	5-star
PON2_HUMAN	PPAP_HUMAN	5-star
PON2_HUMAN	PPB1_HUMAN	5-star
PON2_HUMAN	PPBI_HUMAN	5-star
PON2_HUMAN	PPBN_HUMAN	5-star
PON2_HUMAN	PPBT_HUMAN	5-star
PON3_HUMAN	PON1_HUMAN	5-star
PON3_HUMAN	PON2_HUMAN	5-star
PON3_HUMAN	CAP7_HUMAN	5-star
PON3_HUMAN	COQ6_HUMAN	5-star
PON3_HUMAN	CP19A_HUMAN	5-star
PON3_HUMAN	CP1A1_HUMAN	5-star
PON3_HUMAN	CP1A2_HUMAN	5-star
PON3_HUMAN	CP1B1_HUMAN	5-star
PON3_HUMAN	CP24A_HUMAN	5-star
PON3_HUMAN	CP26A_HUMAN	5-star
PON3_HUMAN	CP26B_HUMAN	5-star
PON3_HUMAN	CP27B_HUMAN	5-star
PON3_HUMAN	CP2C8_HUMAN	5-star
PON3_HUMAN	CP2C9_HUMAN	5-star
PON3_HUMAN	CP2CI_HUMAN	5-star
PON3_HUMAN	CP2CJ_HUMAN	5-star
PON3_HUMAN	CP2D6_HUMAN	5-star
PON3_HUMAN	CP2F1_HUMAN	5-star
PON3_HUMAN	CP2J2_HUMAN	5-star
PON3_HUMAN	CP39A_HUMAN	5-star
PON3_HUMAN	CP3A3_HUMAN	5-star
PON3_HUMAN	CP3A5_HUMAN	5-star
PON3_HUMAN	CP46A_HUMAN	5-star
PON3_HUMAN	CP4B1_HUMAN	5-star
PON3_HUMAN	CP4F8_HUMAN	5-star
PON3_HUMAN	CP4FB_HUMAN	5-star
PON3_HUMAN	CP4FC_HUMAN	5-star
PON3_HUMAN	CP7B1_HUMAN	5-star
PON3_HUMAN	CP8B1_HUMAN	5-star
PON3_HUMAN	PPA5_HUMAN	5-star
PON3_HUMAN	PPAC_HUMAN	5-star
PON3_HUMAN	PPAL_HUMAN	5-star
PON3_HUMAN	PPAP_HUMAN	5-star
PON3_HUMAN	PPB1_HUMAN	5-star
PON3_HUMAN	PPBI_HUMAN	5-star
PON3_HUMAN	PPBN_HUMAN	5-star
PON3_HUMAN	PPBT_HUMAN	5-star
PP2BA_HUMAN	CALM_HUMAN	5-star
PP2BA_HUMAN	MYOZ2_HUMAN	5-star
PP2BA_HUMAN	RCAN1_HUMAN	5-star
PP2BA_HUMAN	MYOZ3_HUMAN	5-star
PP2BA_HUMAN	GBRB2_HUMAN	5-star
PP2BA_HUMAN	RCAN2_HUMAN	5-star
PP2BA_HUMAN	CP074_HUMAN	5-star
PP2BA_HUMAN	CRTC2_HUMAN	5-star
PP2BA_HUMAN	CANB1_HUMAN	5-star
PP2BA_HUMAN	IRF2_HUMAN	5-star
PP2BA_HUMAN	PPIA_HUMAN	5-star
PP2BA_HUMAN	ABL1_HUMAN	5-star
PP2BA_HUMAN	GRB2_HUMAN	5-star
PP2BA_HUMAN	EF1G_HUMAN	5-star
PP2BA_HUMAN	RFC5_HUMAN	5-star
PP2BA_HUMAN	PSA6_HUMAN	5-star
PP2BA_HUMAN	E2AK4_HUMAN	5-star
PP2BA_HUMAN	PLCB1_HUMAN	5-star
PP2BA_HUMAN	IDH3G_HUMAN	5-star
PP2BA_HUMAN	PSMD6_HUMAN	5-star
PP2BA_HUMAN	AT2B4_HUMAN	5-star
PP2BA_HUMAN	AKT1_HUMAN	5-star
PP2BA_HUMAN	PTEN_HUMAN	5-star
PP2BA_HUMAN	MYOZ1_HUMAN	5-star
PP2BA_HUMAN	NMDZ1_HUMAN	5-star
PP2BA_HUMAN	FKB1A_HUMAN	5-star
PP2BA_HUMAN	PDE4D_HUMAN	5-star
PP2BA_HUMAN	PHLP2_HUMAN	5-star
PP2BA_HUMAN	SYNJ1_HUMAN	5-star
PP2BA_HUMAN	NFAC1_HUMAN	5-star
PP2BA_HUMAN	NFAC3_HUMAN	5-star
PP2BA_HUMAN	PP2BC_HUMAN	5-star
PP2BA_HUMAN	MYB_HUMAN	5-star
PP2BA_HUMAN	GBRG2_HUMAN	5-star
PP2BA_HUMAN	PPR1B_HUMAN	5-star
PP2BA_HUMAN	BCL2_HUMAN	5-star
PP2BA_HUMAN	UBC_HUMAN	5-star
PP2BA_HUMAN	PLCG1_HUMAN	5-star
PP2BA_HUMAN	PLCG2_HUMAN	5-star
PP2BA_HUMAN	SODC_HUMAN	5-star
PP2BA_HUMAN	PP2AA_HUMAN	5-star
PP2BA_HUMAN	GBRA1_HUMAN	5-star
PP2BA_HUMAN	PP2AB_HUMAN	5-star
PP2BA_HUMAN	CALL3_HUMAN	5-star
PP2BA_HUMAN	AKAP5_HUMAN	5-star
PP2BA_HUMAN	PLCB2_HUMAN	5-star
PP2BA_HUMAN	NFAT5_HUMAN	5-star
PP2BA_HUMAN	PLCB3_HUMAN	5-star
PP2BA_HUMAN	PLCB4_HUMAN	5-star
PP2BA_HUMAN	PP2BA_HUMAN	5-star
PP2BA_HUMAN	TRAF3_HUMAN	5-star
PP2BA_HUMAN	2AAA_HUMAN	5-star
PP2BA_HUMAN	NMDE2_HUMAN	5-star
PP2BA_HUMAN	2ABA_HUMAN	5-star
PP2BA_HUMAN	CHP3_HUMAN	5-star
PP2BA_HUMAN	CDC20_HUMAN	5-star
PP2BA_HUMAN	PPR1A_HUMAN	5-star
PP2BA_HUMAN	IPPD_HUMAN	5-star
PP2BA_HUMAN	APC11_HUMAN	5-star
PP2BA_HUMAN	PP1B_HUMAN	5-star
PP2BA_HUMAN	APC10_HUMAN	5-star
PP2BA_HUMAN	UBP14_HUMAN	5-star
PP2BA_HUMAN	CABIN_HUMAN	5-star
PP2BA_HUMAN	CALL5_HUMAN	5-star
PP2BA_HUMAN	CALL6_HUMAN	5-star
PP2BA_HUMAN	BAD_HUMAN	5-star
PP2BA_HUMAN	ANC2_HUMAN	5-star
PP2BA_HUMAN	APC13_HUMAN	5-star
PP2BA_HUMAN	APC1_HUMAN	5-star
PP2BA_HUMAN	APC4_HUMAN	5-star
PP2BA_HUMAN	APC5_HUMAN	5-star
PP2BA_HUMAN	APC7_HUMAN	5-star
PP2BA_HUMAN	CDC16_HUMAN	5-star
PP2BA_HUMAN	CDC23_HUMAN	5-star
PP2BA_HUMAN	CDC26_HUMAN	5-star
PP2BA_HUMAN	CDC27_HUMAN	5-star
PP2BA_HUMAN	PP2BB_HUMAN	5-star
PP2BA_HUMAN	RUVB2_HUMAN	5-star
PP2BA_HUMAN	P2R3A_HUMAN	5-star
PP2BA_HUMAN	2ABG_HUMAN	5-star
PP2BA_HUMAN	CYC_HUMAN	5-star
PP2BA_HUMAN	2A5A_HUMAN	5-star
PP2BA_HUMAN	PP1A_HUMAN	5-star
PP2BA_HUMAN	PP1G_HUMAN	5-star
PP2BA_HUMAN	SHOC2_HUMAN	5-star
PP2BA_HUMAN	PTPA_HUMAN	5-star
PP2BA_HUMAN	2A5G_HUMAN	5-star
PP2BA_HUMAN	TOX4_HUMAN	5-star
PP2BA_HUMAN	DRD2_HUMAN	5-star
PP2BB_HUMAN	IRF2_HUMAN	5-star
PP2BB_HUMAN	NAC1_HUMAN	5-star
PP2BB_HUMAN	IRAK1_HUMAN	5-star
PP2BB_HUMAN	NAC2_HUMAN	5-star
PP2BB_HUMAN	NAC3_HUMAN	5-star
PP2BB_HUMAN	JUN_HUMAN	5-star
PP2BB_HUMAN	CALM_HUMAN	5-star
PP2BB_HUMAN	MYOZ2_HUMAN	5-star
PP2BB_HUMAN	MYOZ3_HUMAN	5-star
PP2BB_HUMAN	PDE4D_HUMAN	5-star
PP2BB_HUMAN	PP2BC_HUMAN	5-star
PP2BB_HUMAN	PLCG1_HUMAN	5-star
PP2BB_HUMAN	PLCG2_HUMAN	5-star
PP2BB_HUMAN	NFAC2_HUMAN	5-star
PP2BB_HUMAN	PP2AA_HUMAN	5-star
PP2BB_HUMAN	PP2AB_HUMAN	5-star
PP2BB_HUMAN	CALL3_HUMAN	5-star
PP2BB_HUMAN	PLCB2_HUMAN	5-star
PP2BB_HUMAN	CABIN_HUMAN	5-star
PP2BB_HUMAN	NFAT5_HUMAN	5-star
PP2BB_HUMAN	PLCB1_HUMAN	5-star
PP2BB_HUMAN	PLCB3_HUMAN	5-star
PP2BB_HUMAN	PLCB4_HUMAN	5-star
PP2BB_HUMAN	PP1A_HUMAN	5-star
PP2BB_HUMAN	CDC20_HUMAN	5-star
PP2BB_HUMAN	APC11_HUMAN	5-star
PP2BB_HUMAN	APC5_HUMAN	5-star
PP2BB_HUMAN	APC10_HUMAN	5-star
PP2BB_HUMAN	CALL5_HUMAN	5-star
